M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
33084,335,335,118,102,204,32574,341,341,0,122,20
32296,332,332,0,102,306,31892,337,337,0,122,142
31632,328,328,0,102,408,31218,333,333,0,122,264
30976,325,325,0,102,510,30552,330,330,0,122,386
30326,321,321,0,102,612,29892,326,326,0,122,508
29684,318,318,0,102,714,29240,323,323,0,122,630
29048,314,314,0,102,816,28594,319,319,0,122,752
28420,311,311,0,102,918,27956,316,316,0,122,874
27798,307,307,0,102,0,27324,312,312,94,122,996
27184,303,303,107,102,102,26606,309,309,0,122,20
26471,299,299,0,102,204,25988,305,305,0,122,142
25873,296,296,0,102,306,25378,301,301,0,122,264
25281,292,292,0,102,408,24776,298,298,0,122,386
24697,289,289,0,102,510,24180,294,294,0,122,508
24119,285,285,0,102,612,23592,291,291,0,122,630
23549,282,282,0,102,714,23010,288,288,0,122,752
22985,278,278,0,102,816,22434,284,284,0,122,874
22429,275,275,0,102,918,21866,281,281,0,122,996
21879,271,271,95,102,0,21304,277,277,84,122,20
21242,267,267,0,102,102,20666,273,273,0,122,142
20708,264,264,0,102,204,20120,270,270,0,122,264
20180,260,260,0,102,306,19580,266,266,0,122,386
19660,256,256,0,102,408,19048,263,263,0,122,508
19148,253,253,0,102,510,18522,259,259,0,122,630
18642,249,249,0,102,612,18004,256,256,0,122,752
18144,246,246,0,102,714,17492,252,252,0,122,874
17652,242,242,0,102,816,16988,249,249,0,122,996
17168,239,239,84,102,918,16490,246,246,0,122,20
16606,235,235,0,102,0,15998,242,242,73,122,142
16136,231,231,0,102,102,15441,238,238,0,122,264
15674,227,227,0,102,204,14965,235,235,0,122,386
15220,224,224,0,102,306,14495,231,231,0,122,508
14772,220,220,0,102,408,14033,228,228,0,122,630
14332,217,217,0,102,510,13577,224,224,0,122,752
13898,213,213,0,102,612,13129,221,221,0,122,874
13472,209,209,0,102,714,12687,218,218,0,122,996
13054,206,206,73,102,816,12251,214,214,0,122,20
12569,202,202,0,102,918,11823,210,210,0,122,142
12165,199,199,0,102,0,11403,207,207,63,122,264
11767,194,194,0,102,102,10926,203,203,0,122,386
11379,191,191,0,102,204,10520,200,200,0,122,508
10997,187,187,0,102,306,10120,197,197,0,122,630
10623,183,183,0,102,408,9726,193,193,0,122,752
10257,180,180,0,102,510,9340,190,190,0,122,874
9897,176,176,0,102,612,8960,187,187,0,122,996
9545,172,172,61,102,714,8586,183,183,0,122,20
9140,169,169,0,102,816,8220,179,179,0,122,142
8802,165,165,0,102,918,7862,176,176,0,122,264
8472,161,161,0,102,0,7510,173,173,52,122,386
8150,157,157,0,102,102,7112,169,169,0,122,508
7836,153,153,0,102,204,6774,166,166,0,122,630
7530,149,149,0,102,306,6442,163,163,0,122,752
7232,146,146,0,102,408,6116,160,160,0,122,874
6940,142,142,0,102,510,5796,156,156,0,122,996
6656,138,138,49,102,612,5484,153,153,0,122,20
6331,134,134,0,102,714,5178,149,149,0,122,142
6063,130,130,0,102,816,4880,146,146,0,122,264
5803,126,126,0,102,918,4588,143,143,0,122,386
5551,122,122,0,102,0,4302,140,140,42,122,508
5307,118,118,0,102,102,3980,137,137,0,122,630
5071,113,113,0,102,204,3706,134,134,0,122,752
4845,109,109,0,102,306,3438,131,131,0,122,874
4627,105,105,0,102,408,3176,128,128,0,122,996
4417,101,101,36,102,510,2920,125,125,0,122,20
4179,96,96,0,102,612,2670,121,121,0,122,142
3987,92,92,0,102,714,2428,119,119,0,122,264
3803,87,87,0,102,816,2190,116,116,0,122,386
3629,83,83,0,102,918,1958,113,113,0,122,508
3463,78,78,0,102,0,1732,111,111,34,122,630
3307,72,72,0,102,102,1476,108,108,0,122,752
3163,66,66,0,102,204,1260,106,106,0,122,874
3031,61,61,0,102,306,1048,103,103,0,122,996
2909,54,54,19,102,408,842,101,101,0,122,20
2782,47,47,0,102,510,640,99,99,0,122,142
2688,39,39,0,102,612,442,97,97,0,122,264
2610,30,30,0,102,714,248,96,96,0,122,386
2550,14,14,0,102,816,56,95,95,0,122,508
