M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
29628,287,287,0,102,510,28930,293,293,0,122,508
29054,284,284,0,102,612,28344,290,290,0,122,630
28486,281,281,0,102,714,27764,288,288,0,122,752
27924,279,279,0,102,816,27188,285,285,0,122,874
27366,276,276,0,102,918,26618,282,282,0,122,996
26814,273,273,82,102,0,26054,279,279,84,122,20
26186,269,269,0,102,102,25412,276,276,0,122,142
25648,266,266,0,102,204,24860,273,273,0,122,264
25116,263,263,0,102,306,24314,270,270,0,122,386
24590,260,260,0,102,408,23774,267,267,0,122,508
24070,258,258,0,102,510,23240,264,264,0,122,630
23554,255,255,0,102,612,22712,261,261,0,122,752
23044,252,252,0,102,714,22190,259,259,0,122,874
22540,249,249,0,102,816,21672,256,256,0,122,996
22042,246,246,74,102,918,21160,253,253,0,122,20
21476,243,243,0,102,0,20654,250,250,75,122,142
20990,239,239,0,102,102,20079,247,247,0,122,264
20512,236,236,0,102,204,19585,244,244,0,122,386
20040,234,234,0,102,306,19097,241,241,0,122,508
19572,231,231,0,102,408,18615,238,238,0,122,630
19110,228,228,0,102,510,18139,236,236,0,122,752
18654,225,225,0,102,612,17667,233,233,0,122,874
18204,222,222,0,102,714,17201,230,230,0,122,996
17760,219,219,66,102,816,16741,227,227,0,122,20
17256,216,216,0,102,918,16287,224,224,0,122,142
16824,213,213,0,102,0,15839,221,221,67,122,264
16398,209,209,0,102,102,15330,218,218,0,122,386
15980,206,206,0,102,204,14894,215,215,0,122,508
15568,203,203,0,102,306,14464,213,213,0,122,630
15162,200,200,0,102,408,14038,210,210,0,122,752
14762,197,197,0,102,510,13618,207,207,0,122,874
14368,194,194,0,102,612,13204,204,204,0,122,996
13980,191,191,58,102,714,12796,202,202,0,122,20
13540,188,188,0,102,816,12392,198,198,0,122,142
13164,185,185,0,102,918,11996,196,196,0,122,264
12794,182,182,0,102,0,11604,193,193,58,122,386
12430,179,179,0,102,102,11160,190,190,0,122,508
12072,176,176,0,102,204,10780,187,187,0,122,630
11720,172,172,0,102,306,10406,185,185,0,122,752
11376,169,169,0,102,408,10036,182,182,0,122,874
11038,166,166,0,102,510,9672,179,179,0,122,996
10706,163,163,49,102,612,9314,176,176,0,122,20
10331,160,160,0,102,714,8962,173,173,0,122,142
10011,157,157,0,102,816,8616,171,171,0,122,264
9697,154,154,0,102,918,8274,168,168,0,122,386
9389,151,151,0,102,0,7938,165,165,50,122,508
9087,147,147,0,102,102,7558,163,163,0,122,630
8793,144,144,0,102,204,7232,160,160,0,122,752
8505,141,141,0,102,306,6912,157,157,0,122,874
8223,137,137,0,102,408,6598,155,155,0,122,996
7949,134,134,41,102,510,6288,152,152,0,122,20
7640,131,131,0,102,612,5984,149,149,0,122,142
7378,128,128,0,102,714,5686,147,147,0,122,264
7122,124,124,0,102,816,5392,144,144,0,122,386
6874,121,121,0,102,918,5104,141,141,0,122,508
6632,118,118,0,102,0,4822,139,139,42,122,630
6396,114,114,0,102,102,4502,137,137,0,122,752
6168,110,110,0,102,204,4228,134,134,0,122,874
5948,107,107,0,102,306,3960,132,132,0,122,996
5734,103,103,31,102,408,3696,129,129,0,122,20
5497,99,99,0,102,510,3438,127,127,0,122,142
5299,96,96,0,102,612,3184,124,124,0,122,264
5107,92,92,0,102,714,2936,122,122,0,122,386
4923,88,88,0,102,816,2692,120,120,0,122,508
4747,84,84,0,102,918,2452,118,118,0,122,630
4579,80,80,0,102,0,2216,116,116,35,122,752
4419,75,75,0,102,102,1949,114,114,0,122,874
4269,70,70,0,102,204,1721,112,112,0,122,996
4129,66,66,20,102,306,1497,110,110,0,122,20
3977,61,61,0,102,408,1277,108,108,0,122,142
3855,55,55,0,102,510,1061,106,106,0,122,264
3745,50,50,0,102,612,849,105,105,0,122,386
3645,43,43,0,102,714,639,103,103,0,122,508
3559,36,36,0,102,816,433,102,102,0,122,630
3487,26,26,0,102,918,229,101,101,0,122,752
3435,9,9,0,102,0,27,100,100,30,122,874
