M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
58656,438,438,0,102,102,58383,443,443,0,122,630
57780,435,435,0,102,204,57497,440,440,0,122,752
56910,432,432,0,102,306,56617,437,437,0,122,874
56046,428,428,0,102,408,55743,433,433,0,122,996
55190,425,425,149,102,510,54877,430,430,0,122,20
54191,422,422,0,102,612,54017,426,426,0,122,142
53347,418,418,0,102,714,53165,423,423,0,122,264
52511,415,415,0,102,816,52319,419,419,0,122,386
51681,412,412,0,102,918,51481,416,416,0,122,508
50857,408,408,0,102,0,50649,413,413,124,122,630
50041,405,405,0,102,102,49699,409,409,0,122,752
49231,401,401,0,102,204,48881,406,406,0,122,874
48429,398,398,0,102,306,48069,403,403,0,122,996
47633,395,395,139,102,408,47263,399,399,0,122,20
46704,391,391,0,102,510,46465,396,396,0,122,142
45922,388,388,0,102,612,45673,392,392,0,122,264
45146,385,385,0,102,714,44889,389,389,0,122,386
44376,381,381,0,102,816,44111,386,386,0,122,508
43614,378,378,0,102,918,43339,382,382,0,122,630
42858,374,374,0,102,0,42575,379,379,114,122,752
42110,371,371,0,102,102,41703,376,376,0,122,874
41368,367,367,0,102,204,40951,372,372,0,122,996
40634,364,364,128,102,306,40207,369,369,0,122,20
39778,361,361,0,102,408,39469,365,365,0,122,142
39056,357,357,0,102,510,38739,362,362,0,122,264
38342,354,354,0,102,612,38015,358,358,0,122,386
37634,351,351,0,102,714,37299,355,355,0,122,508
36932,347,347,0,102,816,36589,352,352,0,122,630
36238,344,344,0,102,918,35885,348,348,0,122,752
35550,341,341,0,102,0,35189,345,345,104,122,874
34868,337,337,0,102,102,34395,342,342,0,122,996
34194,333,333,117,102,204,33711,339,339,0,122,20
33411,330,330,0,102,306,33033,335,335,0,122,142
32751,327,327,0,102,408,32363,331,331,0,122,264
32097,323,323,0,102,510,31701,328,328,0,122,386
31451,320,320,0,102,612,31045,325,325,0,122,508
30811,317,317,0,102,714,30395,321,321,0,122,630
30177,313,313,0,102,816,29753,318,318,0,122,752
29551,310,310,0,102,918,29117,315,315,0,122,874
28931,306,306,0,102,0,28487,311,311,94,122,996
28319,303,303,107,102,102,27771,308,308,0,122,20
27606,299,299,0,102,204,27155,304,304,0,122,142
27008,296,296,0,102,306,26547,301,301,0,122,264
26416,292,292,0,102,408,25945,298,298,0,122,386
25832,289,289,0,102,510,25349,294,294,0,122,508
25254,286,286,0,102,612,24761,291,291,0,122,630
24682,282,282,0,102,714,24179,288,288,0,122,752
24118,279,279,0,102,816,23603,284,284,0,122,874
23560,276,276,0,102,918,23035,281,281,0,122,996
23008,272,272,96,102,0,22473,278,278,84,122,20
22368,268,268,0,102,102,21833,274,274,0,122,142
21832,265,265,0,102,204,21285,271,271,0,122,264
21302,262,262,0,102,306,20743,267,267,0,122,386
20778,258,258,0,102,408,20209,264,264,0,122,508
20262,255,255,0,102,510,19681,261,261,0,122,630
19752,251,251,0,102,612,19159,257,257,0,122,752
19250,248,248,0,102,714,18645,254,254,0,122,874
18754,245,245,0,102,816,18137,251,251,0,122,996
18264,241,241,85,102,918,17635,248,248,0,122,20
17697,238,238,0,102,0,17139,244,244,74,122,142
17221,234,234,0,102,102,16577,240,240,0,122,264
16753,230,230,0,102,204,16097,237,237,0,122,386
16293,227,227,0,102,306,15623,234,234,0,122,508
15839,224,224,0,102,408,15155,231,231,0,122,630
15391,220,220,0,102,510,14693,227,227,0,122,752
14951,217,217,0,102,612,14239,224,224,0,122,874
14517,213,213,0,102,714,13791,221,221,0,122,996
14091,210,210,74,102,816,13349,218,218,0,122,20
13597,206,206,0,102,918,12913,214,214,0,122,142
13185,203,203,0,102,0,12485,210,210,63,122,264
12779,199,199,0,102,102,12002,207,207,0,122,386
12381,196,196,0,102,204,11588,204,204,0,122,508
11989,192,192,0,102,306,11180,201,201,0,122,630
11605,189,189,0,102,408,10778,197,197,0,122,752
11227,185,185,0,102,510,10384,194,194,0,122,874
10857,182,182,0,102,612,9996,191,191,0,122,996
10493,178,178,63,102,714,9614,188,188,0,122,20
10074,175,175,0,102,816,9238,184,184,0,122,142
9724,171,171,0,102,918,8870,181,181,0,122,264
9382,168,168,0,102,0,8508,178,178,54,122,386
9046,164,164,0,102,102,8098,174,174,0,122,508
8718,160,160,0,102,204,7750,171,171,0,122,630
8398,157,157,0,102,306,7408,168,168,0,122,752
8084,153,153,0,102,408,7072,165,165,0,122,874
7778,149,149,0,102,510,6742,162,162,0,122,996
7480,146,146,52,102,612,6418,159,159,0,122,20
7136,142,142,0,102,714,6100,155,155,0,122,142
6852,138,138,0,102,816,5790,152,152,0,122,264
6576,135,135,0,102,918,5486,149,149,0,122,386
6306,131,131,0,102,0,5188,146,146,44,122,508
6044,127,127,0,102,102,4852,143,143,0,122,630
5790,123,123,0,102,204,4566,140,140,0,122,752
5544,119,119,0,102,306,4286,137,137,0,122,874
5306,115,115,0,102,408,4012,134,134,0,122,996
5076,111,111,39,102,510,3744,131,131,0,122,20
4815,107,107,0,102,612,3482,127,127,0,122,142
4601,103,103,0,102,714,3228,125,125,0,122,264
4395,99,99,0,102,816,2978,122,122,0,122,386
4197,95,95,0,102,918,2734,119,119,0,122,508
4007,91,91,0,102,0,2496,116,116,35,122,630
3825,86,86,0,102,102,2229,114,114,0,122,752
3653,82,82,0,102,204,2001,111,111,0,122,874
3489,77,77,0,102,306,1779,108,108,0,122,996
3335,72,72,26,102,408,1563,106,106,0,122,20
3165,67,67,0,102,510,1351,103,103,0,122,142
3031,62,62,0,102,612,1145,101,101,0,122,264
2907,56,56,0,102,714,943,99,99,0,122,386
2795,50,50,0,102,816,745,97,97,0,122,508
2695,43,43,0,102,918,551,95,95,0,122,630
2609,35,35,0,102,0,361,94,94,29,122,752
2539,22,22,0,102,102,144,93,93,0,122,874
