M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
33246,335,335,101,102,204,32523,342,342,0,122,20
32475,331,331,0,102,306,31839,338,338,0,122,142
31813,328,328,0,102,408,31163,334,334,0,122,264
31157,324,324,0,102,510,30495,331,331,0,122,386
30509,321,321,0,102,612,29833,327,327,0,122,508
29867,317,317,0,102,714,29179,324,324,0,122,630
29233,314,314,0,102,816,28531,320,320,0,122,752
28605,310,310,0,102,918,27891,317,317,0,122,874
27985,307,307,0,102,0,27257,313,313,94,122,996
27371,303,303,91,102,102,26537,310,310,0,122,20
26674,299,299,0,102,204,25917,306,306,0,122,142
26076,296,296,0,102,306,25305,303,303,0,122,264
25484,292,292,0,102,408,24699,299,299,0,122,386
24900,288,288,0,102,510,24101,296,296,0,122,508
24324,285,285,0,102,612,23509,292,292,0,122,630
23754,281,281,0,102,714,22925,289,289,0,122,752
23192,278,278,0,102,816,22347,285,285,0,122,874
22636,274,274,0,102,918,21777,282,282,0,122,996
22088,271,271,82,102,0,21213,279,279,84,122,20
21464,267,267,0,102,102,20571,275,275,0,122,142
20930,263,263,0,102,204,20021,271,271,0,122,264
20404,259,259,0,102,306,19479,268,268,0,122,386
19886,256,256,0,102,408,18943,264,264,0,122,508
19374,252,252,0,102,510,18415,261,261,0,122,630
18870,249,249,0,102,612,17893,257,257,0,122,752
18372,245,245,0,102,714,17379,254,254,0,122,874
17882,241,241,0,102,816,16871,251,251,0,122,996
17400,238,238,72,102,918,16369,247,247,0,122,20
16852,234,234,0,102,0,15875,243,243,73,122,142
16384,230,230,0,102,102,15316,240,240,0,122,264
15924,226,226,0,102,204,14836,237,237,0,122,386
15472,223,223,0,102,306,14362,233,233,0,122,508
15026,219,219,0,102,408,13896,230,230,0,122,630
14588,215,215,0,102,510,13436,226,226,0,122,752
14158,212,212,0,102,612,12984,223,223,0,122,874
13734,208,208,0,102,714,12538,220,220,0,122,996
13318,205,205,62,102,816,12098,216,216,0,122,20
12846,201,201,0,102,918,11666,213,213,0,122,142
12444,197,197,0,102,0,11240,209,209,63,122,264
12050,193,193,0,102,102,10759,206,206,0,122,386
11664,189,189,0,102,204,10347,203,203,0,122,508
11286,185,185,0,102,306,9941,199,199,0,122,630
10916,182,182,0,102,408,9543,196,196,0,122,752
10552,178,178,0,102,510,9151,193,193,0,122,874
10196,174,174,0,102,612,8765,189,189,0,122,996
9848,170,170,51,102,714,8387,186,186,0,122,20
9457,167,167,0,102,816,8015,182,182,0,122,142
9123,163,163,0,102,918,7651,179,179,0,122,264
8797,159,159,0,102,0,7293,176,176,53,122,386
8479,154,154,0,102,102,6888,173,173,0,122,508
8171,151,151,0,102,204,6542,170,170,0,122,630
7869,147,147,0,102,306,6202,166,166,0,122,752
7575,143,143,0,102,408,5870,163,163,0,122,874
7289,139,139,0,102,510,5544,160,160,0,122,996
7011,135,135,41,102,612,5224,157,157,0,122,20
6700,130,130,0,102,714,4910,154,154,0,122,142
6440,126,126,0,102,816,4602,151,151,0,122,264
6188,122,122,0,102,918,4300,148,148,0,122,386
5944,118,118,0,102,0,4004,145,145,44,122,508
5708,113,113,0,102,102,3670,142,142,0,122,630
5482,108,108,0,102,204,3386,139,139,0,122,752
5266,104,104,0,102,306,3108,136,136,0,122,874
5058,99,99,0,102,408,2836,134,134,0,122,996
4860,94,94,29,102,510,2568,131,131,0,122,20
4643,90,90,0,102,612,2306,128,128,0,122,142
4463,84,84,0,102,714,2050,125,125,0,122,264
4295,79,79,0,102,816,1800,123,123,0,122,386
4137,74,74,0,102,918,1554,121,121,0,122,508
3989,68,68,0,102,0,1312,119,119,36,122,630
3853,60,60,0,102,102,1038,117,117,0,122,752
3733,53,53,0,102,204,804,115,115,0,122,874
3627,45,45,0,102,306,574,113,113,0,122,996
3537,35,35,11,102,408,348,112,112,0,122,20
3456,21,21,0,102,510,124,110,110,0,122,142
