M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
24734,272,272,0,102,612,24204,278,278,0,122,630
24190,269,269,0,102,714,23648,275,275,0,122,752
23652,266,266,0,102,816,23098,271,271,0,122,874
23120,262,262,0,102,918,22556,268,268,0,122,996
22596,259,259,91,102,0,22020,265,265,80,122,20
21987,255,255,0,102,102,21410,261,261,0,122,142
21477,252,252,0,102,204,20888,258,258,0,122,264
20973,249,249,0,102,306,20372,255,255,0,122,386
20475,245,245,0,102,408,19862,251,251,0,122,508
19985,242,242,0,102,510,19360,248,248,0,122,630
19501,239,239,0,102,612,18864,245,245,0,122,752
19023,235,235,0,102,714,18374,242,242,0,122,874
18553,232,232,0,102,816,17890,239,239,0,122,996
18089,229,229,81,102,918,17412,235,235,0,122,20
17550,226,226,0,102,0,16942,232,232,70,122,142
17098,222,222,0,102,102,16408,229,229,0,122,264
16654,219,219,0,102,204,15950,225,225,0,122,386
16216,215,215,0,102,306,15500,222,222,0,122,508
15786,212,212,0,102,408,15056,219,219,0,122,630
15362,209,209,0,102,510,14618,216,216,0,122,752
14944,206,206,0,102,612,14186,213,213,0,122,874
14532,202,202,0,102,714,13760,210,210,0,122,996
14128,199,199,70,102,816,13340,207,207,0,122,20
13660,196,196,0,102,918,12926,203,203,0,122,142
13268,193,193,0,102,0,12520,200,200,60,122,264
12882,189,189,0,102,102,12060,197,197,0,122,386
12504,186,186,0,102,204,11666,194,194,0,122,508
12132,183,183,0,102,306,11278,191,191,0,122,630
11766,179,179,0,102,408,10896,188,188,0,122,752
11408,176,176,0,102,510,10520,185,185,0,122,874
11056,173,173,0,102,612,10150,182,182,0,122,996
10710,170,170,60,102,714,9786,179,179,0,122,20
10310,167,167,0,102,816,9428,176,176,0,122,142
9976,163,163,0,102,918,9076,173,173,0,122,264
9650,160,160,0,102,0,8730,170,170,51,122,386
9330,156,156,0,102,102,8339,167,167,0,122,508
9018,153,153,0,102,204,8005,164,164,0,122,630
8712,150,150,0,102,306,7677,161,161,0,122,752
8412,147,147,0,102,408,7355,158,158,0,122,874
8118,143,143,0,102,510,7039,156,156,0,122,996
7832,140,140,49,102,612,6727,153,153,0,122,20
7503,137,137,0,102,714,6421,149,149,0,122,142
7229,134,134,0,102,816,6123,147,147,0,122,264
6961,130,130,0,102,918,5829,144,144,0,122,386
6701,127,127,0,102,0,5541,141,141,43,122,508
6447,123,123,0,102,102,5216,138,138,0,122,630
6201,120,120,0,102,204,4940,136,136,0,122,752
5961,117,117,0,102,306,4668,133,133,0,122,874
5727,113,113,0,102,408,4402,130,130,0,122,996
5501,110,110,39,102,510,4142,128,128,0,122,20
5242,106,106,0,102,612,3886,125,125,0,122,142
5030,103,103,0,102,714,3636,122,122,0,122,264
4824,99,99,0,102,816,3392,119,119,0,122,386
4626,96,96,0,102,918,3154,117,117,0,122,508
4434,92,92,0,102,0,2920,114,114,35,122,630
4250,88,88,0,102,102,2657,112,112,0,122,752
4074,84,84,0,102,204,2433,110,110,0,122,874
3906,80,80,0,102,306,2213,107,107,0,122,996
3746,76,76,27,102,408,1999,105,105,0,122,20
3567,72,72,0,102,510,1789,103,103,0,122,142
3423,68,68,0,102,612,1583,101,101,0,122,264
3287,63,63,0,102,714,1381,98,98,0,122,386
3161,59,59,0,102,816,1185,97,97,0,122,508
3043,54,54,0,102,918,991,95,95,0,122,630
2935,48,48,0,102,0,801,93,93,28,122,752
2839,41,41,0,102,102,587,91,91,0,122,874
2757,34,34,0,102,204,405,90,90,0,122,996
2689,26,26,10,102,306,225,89,89,0,122,20
2627,12,12,0,102,408,47,88,88,0,122,142
