M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
47794,426,426,0,102,0,47417,432,432,130,122,630
46942,422,422,0,102,102,46423,428,428,0,122,752
46098,418,418,0,102,204,45567,424,424,0,122,874
45262,414,414,0,102,306,44719,420,420,0,122,996
44434,410,410,123,102,408,43879,416,416,0,122,20
43491,406,406,0,102,510,43047,412,412,0,122,142
42679,402,402,0,102,612,42223,408,408,0,122,264
41875,398,398,0,102,714,41407,404,404,0,122,386
41079,395,395,0,102,816,40599,400,400,0,122,508
40289,391,391,0,102,918,39799,396,396,0,122,630
39507,387,387,0,102,0,39007,393,393,118,122,752
38733,382,382,0,102,102,38103,389,389,0,122,874
37969,378,378,0,102,204,37325,385,385,0,122,996
37213,374,374,113,102,306,36555,381,381,0,122,20
36352,371,371,0,102,408,35793,377,377,0,122,142
35610,367,367,0,102,510,35039,373,373,0,122,264
34876,363,363,0,102,612,34293,369,369,0,122,386
34150,359,359,0,102,714,33555,365,365,0,122,508
33432,355,355,0,102,816,32825,361,361,0,122,630
32722,351,351,0,102,918,32103,357,357,0,122,752
32020,347,347,0,102,0,31389,353,353,106,122,874
31326,343,343,0,102,102,30577,350,350,0,122,996
30640,339,339,102,102,204,29877,346,346,0,122,20
29860,335,335,0,102,306,29185,341,341,0,122,142
29190,331,331,0,102,408,28503,338,338,0,122,264
28528,327,327,0,102,510,27827,334,334,0,122,386
27874,323,323,0,102,612,27159,330,330,0,122,508
27228,319,319,0,102,714,26499,326,326,0,122,630
26590,315,315,0,102,816,25847,322,322,0,122,752
25960,311,311,0,102,918,25203,318,318,0,122,874
25338,307,307,0,102,0,24567,315,315,95,122,996
24724,303,303,91,102,102,23842,311,311,0,122,20
24027,299,299,0,102,204,23220,306,306,0,122,142
23429,295,295,0,102,306,22608,302,302,0,122,264
22839,291,291,0,102,408,22004,299,299,0,122,386
22257,287,287,0,102,510,21406,295,295,0,122,508
21683,283,283,0,102,612,20816,291,291,0,122,630
21117,279,279,0,102,714,20234,287,287,0,122,752
20559,275,275,0,102,816,19660,283,283,0,122,874
20009,271,271,0,102,918,19094,280,280,0,122,996
19467,267,267,81,102,0,18534,276,276,83,122,20
18852,262,262,0,102,102,17899,271,271,0,122,142
18328,258,258,0,102,204,17357,268,268,0,122,264
17812,254,254,0,102,306,16821,264,264,0,122,386
17304,250,250,0,102,408,16293,260,260,0,122,508
16804,246,246,0,102,510,15773,256,256,0,122,630
16312,242,242,0,102,612,15261,252,252,0,122,752
15828,238,238,0,102,714,14757,249,249,0,122,874
15352,234,234,0,102,816,14259,245,245,0,122,996
14884,230,230,69,102,918,13769,241,241,0,122,20
14355,226,226,0,102,0,13287,237,237,72,122,142
13903,221,221,0,102,102,12741,233,233,0,122,264
13461,217,217,0,102,204,12275,229,229,0,122,386
13027,213,213,0,102,306,11817,226,226,0,122,508
12601,209,209,0,102,408,11365,222,222,0,122,630
12183,205,205,0,102,510,10921,218,218,0,122,752
11773,201,201,0,102,612,10485,215,215,0,122,874
11371,197,197,0,102,714,10055,211,211,0,122,996
10977,192,192,58,102,816,9633,207,207,0,122,20
10535,188,188,0,102,918,9219,203,203,0,122,142
10159,184,184,0,102,0,8813,199,199,60,122,264
9791,179,179,0,102,102,8355,196,196,0,122,386
9433,175,175,0,102,204,7963,192,192,0,122,508
9083,171,171,0,102,306,7579,189,189,0,122,630
8741,166,166,0,102,408,7201,185,185,0,122,752
8409,162,162,0,102,510,6831,181,181,0,122,874
8085,158,158,0,102,612,6469,178,178,0,122,996
7769,153,153,46,102,714,6113,174,174,0,122,20
7417,149,149,0,102,816,5765,170,170,0,122,142
7119,145,145,0,102,918,5425,167,167,0,122,264
6829,140,140,0,102,0,5091,164,164,50,122,386
6549,135,135,0,102,102,4713,160,160,0,122,508
6279,130,130,0,102,204,4393,157,157,0,122,630
6019,125,125,0,102,306,4079,154,154,0,122,752
5769,121,121,0,102,408,3771,150,150,0,122,874
5527,116,116,0,102,510,3471,147,147,0,122,996
5295,111,111,34,102,612,3177,144,144,0,122,20
5039,106,106,0,102,714,2889,141,141,0,122,142
4827,100,100,0,102,816,2607,138,138,0,122,264
4627,95,95,0,102,918,2331,135,135,0,122,386
4437,89,89,0,102,0,2061,132,132,40,122,508
4259,82,82,0,102,102,1757,129,129,0,122,630
4095,76,76,0,102,204,1499,127,127,0,122,752
3943,70,70,0,102,306,1245,124,124,0,122,874
3803,62,62,0,102,408,997,122,122,0,122,996
3679,54,54,17,102,510,753,120,120,0,122,20
3554,45,45,0,102,612,513,118,118,0,122,142
3464,33,33,0,102,714,277,117,117,0,122,264
3398,13,13,0,102,816,43,115,115,0,122,386
