M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
44959,174,174,0,102,306,44439,179,179,0,122,264
44611,172,172,0,102,408,44081,177,177,0,122,386
44267,170,170,0,102,510,43727,175,175,0,122,508
43927,168,168,0,102,612,43377,173,173,0,122,630
43591,166,166,0,102,714,43031,171,171,0,122,752
43259,164,164,0,102,816,42689,169,169,0,122,874
42931,162,162,0,102,918,42351,167,167,0,122,996
42607,160,160,56,102,0,42017,165,165,50,122,20
42231,158,158,0,102,102,41637,163,163,0,122,142
41915,156,156,0,102,204,41311,161,161,0,122,264
41603,154,154,0,102,306,40989,159,159,0,122,386
41295,153,153,0,102,408,40671,157,157,0,122,508
40989,151,151,0,102,510,40357,156,156,0,122,630
40687,149,149,0,102,612,40045,154,154,0,122,752
40389,147,147,0,102,714,39737,152,152,0,122,874
40095,146,146,0,102,816,39433,151,151,0,122,996
39803,144,144,51,102,918,39131,149,149,0,122,20
39464,142,142,0,102,0,38833,147,147,45,122,142
39180,141,141,0,102,102,38494,146,146,0,122,264
38898,139,139,0,102,204,38202,144,144,0,122,386
38620,137,137,0,102,306,37914,142,142,0,122,508
38346,136,136,0,102,408,37630,141,141,0,122,630
38074,134,134,0,102,510,37348,139,139,0,122,752
37806,133,133,0,102,612,37070,138,138,0,122,874
37540,131,131,0,102,714,36794,137,137,0,122,996
37278,130,130,46,102,816,36520,135,135,0,122,20
36972,129,129,0,102,918,36250,133,133,0,122,142
36714,127,127,0,102,0,35984,132,132,40,122,264
36460,126,126,0,102,102,35680,131,131,0,122,386
36208,124,124,0,102,204,35418,129,129,0,122,508
35960,123,123,0,102,306,35160,128,128,0,122,630
35714,121,121,0,102,408,34904,127,127,0,122,752
35472,120,120,0,102,510,34650,125,125,0,122,874
35232,119,119,0,102,612,34400,124,124,0,122,996
34994,118,118,42,102,714,34152,123,123,0,122,20
34716,116,116,0,102,816,33906,121,121,0,122,142
34484,115,115,0,102,918,33664,120,120,0,122,264
34254,114,114,0,102,0,33424,119,119,36,122,386
34026,112,112,0,102,102,33150,118,118,0,122,508
33802,111,111,0,102,204,32914,117,117,0,122,630
33580,110,110,0,102,306,32680,116,116,0,122,752
33360,109,109,0,102,408,32448,114,114,0,122,874
33142,108,108,0,102,510,32220,113,113,0,122,996
32926,107,107,38,102,612,31994,112,112,0,122,20
32674,106,106,0,102,714,31770,111,111,0,122,142
32462,104,104,0,102,816,31548,110,110,0,122,264
32254,103,103,0,102,918,31328,109,109,0,122,386
32048,102,102,0,102,0,31110,108,108,33,122,508
31844,101,101,0,102,102,30861,107,107,0,122,630
31642,100,100,0,102,204,30647,106,106,0,122,752
31442,99,99,0,102,306,30435,105,105,0,122,874
31244,98,98,0,102,408,30225,104,104,0,122,996
31048,97,97,34,102,510,30017,103,103,0,122,20
30820,96,96,0,102,612,29811,102,102,0,122,142
30628,95,95,0,102,714,29607,101,101,0,122,264
30438,94,94,0,102,816,29405,100,100,0,122,386
30250,93,93,0,102,918,29205,99,99,0,122,508
30064,92,92,0,102,0,29007,98,98,30,122,630
29880,91,91,0,102,102,28781,97,97,0,122,752
29698,90,90,0,102,204,28587,96,96,0,122,874
29518,89,89,0,102,306,28395,95,95,0,122,996
29340,88,88,31,102,408,28205,95,95,0,122,20
29133,87,87,0,102,510,28015,94,94,0,122,142
28959,87,87,0,102,612,27827,93,93,0,122,264
28785,86,86,0,102,714,27641,92,92,0,122,386
28613,85,85,0,102,816,27457,91,91,0,122,508
28443,84,84,0,102,918,27275,90,90,0,122,630
28275,83,83,0,102,0,27095,89,89,27,122,752
28109,82,82,0,102,102,26890,89,89,0,122,874
27945,81,81,0,102,204,26712,88,88,0,122,996
27783,81,81,29,102,306,26536,87,87,0,122,20
27592,80,80,0,102,408,26362,86,86,0,122,142
27432,79,79,0,102,510,26190,85,85,0,122,264
27274,78,78,0,102,612,26020,85,85,0,122,386
27118,78,78,0,102,714,25850,84,84,0,122,508
26962,77,77,0,102,816,25682,83,83,0,122,630
26808,76,76,0,102,918,25516,83,83,0,122,752
26656,75,75,0,102,0,25350,82,82,25,122,874
26506,75,75,0,102,102,25161,81,81,0,122,996
26356,74,74,26,102,204,24999,81,81,0,122,20
26182,73,73,0,102,306,24837,80,80,0,122,142
26036,72,72,0,102,408,24677,79,79,0,122,264
25892,72,72,0,102,510,24519,78,78,0,122,386
25748,71,71,0,102,612,24363,78,78,0,122,508
25606,70,70,0,102,714,24207,77,77,0,122,630
25466,70,70,0,102,816,24053,77,77,0,122,752
25326,69,69,0,102,918,23899,76,76,0,122,874
25188,68,68,0,102,0,23747,75,75,23,122,996
25052,68,68,24,102,102,23574,75,75,0,122,20
24892,67,67,0,102,204,23424,74,74,0,122,142
24758,66,66,0,102,306,23276,73,73,0,122,264
24626,66,66,0,102,408,23130,73,73,0,122,386
24494,65,65,0,102,510,22984,72,72,0,122,508
24364,65,65,0,102,612,22840,72,72,0,122,630
24234,64,64,0,102,714,22696,71,71,0,122,752
24106,63,63,0,102,816,22554,71,71,0,122,874
23980,63,63,0,102,918,22412,70,70,0,122,996
23854,62,62,22,102,0,22272,69,69,21,122,20
23708,61,61,0,102,102,22113,69,69,0,122,142
23586,61,61,0,102,204,21975,68,68,0,122,264
23464,60,60,0,102,306,21839,68,68,0,122,386
23344,60,60,0,102,408,21703,67,67,0,122,508
23224,59,59,0,102,510,21569,67,67,0,122,630
23106,59,59,0,102,612,21435,66,66,0,122,752
22988,58,58,0,102,714,21303,66,66,0,122,874
22872,58,58,0,102,816,21171,65,65,0,122,996
22756,57,57,20,102,918,21041,65,65,0,122,20
22622,57,57,0,102,0,20911,64,64,20,122,142
22508,56,56,0,102,102,20763,64,64,0,122,264
22396,55,55,0,102,204,20635,63,63,0,122,386
22286,55,55,0,102,306,20509,63,63,0,122,508
22176,54,54,0,102,408,20383,62,62,0,122,630
22068,54,54,0,102,510,20259,62,62,0,122,752
21960,53,53,0,102,612,20135,61,61,0,122,874
21854,53,53,0,102,714,20013,61,61,0,122,996
21748,53,53,19,102,816,19891,60,60,0,122,20
21623,52,52,0,102,918,19771,60,60,0,122,142
21519,52,52,0,102,0,19651,60,60,18,122,264
21415,51,51,0,102,102,19513,59,59,0,122,386
21313,51,51,0,102,204,19395,59,59,0,122,508
21211,50,50,0,102,306,19277,58,58,0,122,630
21111,50,50,0,102,408,19161,58,58,0,122,752
21011,49,49,0,102,510,19045,57,57,0,122,874
20913,49,49,0,102,612,18931,57,57,0,122,996
20815,48,48,17,102,714,18817,57,57,0,122,20
20702,48,48,0,102,816,18703,56,56,0,122,142
20606,48,48,0,102,918,18591,56,56,0,122,264
20510,47,47,0,102,0,18479,55,55,17,122,386
20416,47,47,0,102,102,18352,55,55,0,122,508
20322,46,46,0,102,204,18242,55,55,0,122,630
20230,46,46,0,102,306,18132,54,54,0,122,752
20138,45,45,0,102,408,18024,54,54,0,122,874
20048,45,45,0,102,510,17916,54,54,0,122,996
19958,45,45,16,102,612,17808,53,53,0,122,20
19852,44,44,0,102,714,17702,53,53,0,122,142
19764,44,44,0,102,816,17596,52,52,0,122,264
19676,43,43,0,102,918,17492,52,52,0,122,386
19590,43,43,0,102,0,17388,52,52,16,122,508
19504,43,43,0,102,102,17268,51,51,0,122,630
19418,42,42,0,102,204,17166,51,51,0,122,752
19334,42,42,0,102,306,17064,51,51,0,122,874
19250,41,41,0,102,408,16962,50,50,0,122,996
19168,41,41,15,102,510,16862,50,50,0,122,20
19071,41,41,0,102,612,16762,50,50,0,122,142
18989,40,40,0,102,714,16662,49,49,0,122,264
18909,40,40,0,102,816,16564,49,49,0,122,386
18829,40,40,0,102,918,16466,49,49,0,122,508
18749,39,39,0,102,0,16368,49,49,15,122,630
18671,39,39,0,102,102,16255,48,48,0,122,752
18593,39,39,0,102,204,16159,48,48,0,122,874
18515,38,38,0,102,306,16063,48,48,0,122,996
18439,38,38,14,102,408,15967,47,47,0,122,20
18349,38,38,0,102,510,15873,47,47,0,122,142
18273,37,37,0,102,612,15779,47,47,0,122,264
18199,37,37,0,102,714,15685,46,46,0,122,386
18125,37,37,0,102,816,15593,46,46,0,122,508
18051,36,36,0,102,918,15501,46,46,0,122,630
17979,36,36,0,102,0,15409,46,46,14,122,752
17907,36,36,0,102,102,15303,45,45,0,122,874
17835,35,35,0,102,204,15213,45,45,0,122,996
17765,35,35,13,102,306,15123,45,45,0,122,20
17682,35,35,0,102,408,15033,44,44,0,122,142
17612,34,34,0,102,510,14945,44,44,0,122,264
17544,34,34,0,102,612,14857,44,44,0,122,386
17476,34,34,0,102,714,14769,44,44,0,122,508
17408,33,33,0,102,816,14681,43,43,0,122,630
17342,33,33,0,102,918,14595,43,43,0,122,752
17276,33,33,0,102,0,14509,43,43,13,122,874
17210,33,33,0,102,102,14410,43,43,0,122,996
17144,32,32,12,102,204,14324,42,42,0,122,20
17068,32,32,0,102,306,14240,42,42,0,122,142
17004,32,32,0,102,408,14156,42,42,0,122,264
16940,31,31,0,102,510,14072,42,42,0,122,386
16878,31,31,0,102,612,13988,42,42,0,122,508
16816,31,31,0,102,714,13904,41,41,0,122,630
16754,31,31,0,102,816,13822,41,41,0,122,752
16692,30,30,0,102,918,13740,41,41,0,122,874
16632,30,30,0,102,0,13658,41,41,13,122,996
16572,30,30,11,102,102,13563,40,40,0,122,20
16501,30,30,0,102,204,13483,40,40,0,122,142
16441,29,29,0,102,306,13403,40,40,0,122,264
16383,29,29,0,102,408,13323,40,40,0,122,386
16325,29,29,0,102,510,13243,40,40,0,122,508
16267,29,29,0,102,612,13163,39,39,0,122,630
16209,28,28,0,102,714,13085,39,39,0,122,752
16153,28,28,0,102,816,13007,39,39,0,122,874
16097,28,28,0,102,918,12929,39,39,0,122,996
16041,28,28,10,102,0,12851,39,39,12,122,20
15975,27,27,0,102,102,12761,38,38,0,122,142
15921,27,27,0,102,204,12685,38,38,0,122,264
15867,27,27,0,102,306,12609,38,38,0,122,386
15813,27,27,0,102,408,12533,38,38,0,122,508
15759,26,26,0,102,510,12457,38,38,0,122,630
15707,26,26,0,102,612,12381,37,37,0,122,752
15655,26,26,0,102,714,12307,37,37,0,122,874
15603,26,26,0,102,816,12233,37,37,0,122,996
15551,25,25,9,102,918,12159,37,37,0,122,20
15492,25,25,0,102,0,12085,37,37,12,122,142
15442,25,25,0,102,102,11999,36,36,0,122,264
15392,25,25,0,102,204,11927,36,36,0,122,386
15342,24,24,0,102,306,11855,36,36,0,122,508
15294,24,24,0,102,408,11783,36,36,0,122,630
15246,24,24,0,102,510,11711,36,36,0,122,752
15198,24,24,0,102,612,11639,36,36,0,122,874
15150,24,24,0,102,714,11567,35,35,0,122,996
15102,23,23,9,102,816,11497,35,35,0,122,20
15047,23,23,0,102,918,11427,35,35,0,122,142
15001,23,23,0,102,0,11357,35,35,11,122,264
14955,23,23,0,102,102,11276,35,35,0,122,386
14909,23,23,0,102,204,11206,35,35,0,122,508
14863,22,22,0,102,306,11136,34,34,0,122,630
14819,22,22,0,102,408,11068,34,34,0,122,752
14775,22,22,0,102,510,11000,34,34,0,122,874
14731,22,22,0,102,612,10932,34,34,0,122,996
14687,22,22,8,102,714,10864,34,34,0,122,20
14635,21,21,0,102,816,10796,34,34,0,122,142
14593,21,21,0,102,918,10728,33,33,0,122,264
14551,21,21,0,102,0,10662,33,33,10,122,386
14509,21,21,0,102,102,10586,33,33,0,122,508
14467,21,21,0,102,204,10520,33,33,0,122,630
14425,20,20,0,102,306,10454,33,33,0,122,752
14385,20,20,0,102,408,10388,33,33,0,122,874
14345,20,20,0,102,510,10322,33,33,0,122,996
14305,20,20,7,102,612,10256,33,33,0,122,20
14258,20,20,0,102,714,10190,32,32,0,122,142
14218,19,19,0,102,816,10126,32,32,0,122,264
14180,19,19,0,102,918,10062,32,32,0,122,386
14142,19,19,0,102,0,9998,32,32,10,122,508
14104,19,19,0,102,102,9924,32,32,0,122,630
14066,19,19,0,102,204,9860,32,32,0,122,752
14028,18,18,0,102,306,9796,32,32,0,122,874
13992,18,18,0,102,408,9732,31,31,0,122,996
13956,18,18,7,102,510,9670,31,31,0,122,20
13913,18,18,0,102,612,9608,31,31,0,122,142
13877,18,18,0,102,714,9546,31,31,0,122,264
13841,18,18,0,102,816,9484,31,31,0,122,386
13805,17,17,0,102,918,9422,31,31,0,122,508
13771,17,17,0,102,0,9360,31,31,10,122,630
13737,17,17,0,102,102,9288,31,31,0,122,752
13703,17,17,0,102,204,9226,31,31,0,122,874
13669,17,17,0,102,306,9164,30,30,0,122,996
13635,17,17,6,102,408,9104,30,30,0,122,20
13595,16,16,0,102,510,9044,30,30,0,122,142
13563,16,16,0,102,612,8984,30,30,0,122,264
13531,16,16,0,102,714,8924,30,30,0,122,386
13499,16,16,0,102,816,8864,30,30,0,122,508
13467,16,16,0,102,918,8804,30,30,0,122,630
13435,16,16,0,102,0,8744,30,30,9,122,752
13403,15,15,0,102,102,8675,30,30,0,122,874
13373,15,15,0,102,204,8615,29,29,0,122,996
13343,15,15,6,102,306,8557,29,29,0,122,20
13307,15,15,0,102,408,8499,29,29,0,122,142
13277,15,15,0,102,510,8441,29,29,0,122,264
13247,15,15,0,102,612,8383,29,29,0,122,386
13217,15,15,0,102,714,8325,29,29,0,122,508
13187,14,14,0,102,816,8267,29,29,0,122,630
13159,14,14,0,102,918,8209,29,29,0,122,752
13131,14,14,0,102,0,8151,29,29,9,122,874
13103,14,14,0,102,102,8084,29,29,0,122,996
13075,14,14,5,102,204,8026,28,28,0,122,20
13042,14,14,0,102,306,7970,28,28,0,122,142
13014,14,14,0,102,408,7914,28,28,0,122,264
12986,13,13,0,102,510,7858,28,28,0,122,386
12960,13,13,0,102,612,7802,28,28,0,122,508
12934,13,13,0,102,714,7746,28,28,0,122,630
12908,13,13,0,102,816,7690,28,28,0,122,752
12882,13,13,0,102,918,7634,28,28,0,122,874
12856,13,13,0,102,0,7578,28,28,9,122,996
12830,13,13,5,102,102,7513,28,28,0,122,20
12799,12,12,0,102,204,7457,28,28,0,122,142
12775,12,12,0,102,306,7401,28,28,0,122,264
12751,12,12,0,102,408,7345,27,27,0,122,386
12727,12,12,0,102,510,7291,27,27,0,122,508
12703,12,12,0,102,612,7237,27,27,0,122,630
12679,12,12,0,102,714,7183,27,27,0,122,752
12655,12,12,0,102,816,7129,27,27,0,122,874
12631,12,12,0,102,918,7075,27,27,0,122,996
12607,11,11,4,102,0,7021,27,27,9,122,20
12581,11,11,0,102,102,6958,27,27,0,122,142
12559,11,11,0,102,204,6904,27,27,0,122,264
12537,11,11,0,102,306,6850,27,27,0,122,386
12515,11,11,0,102,408,6796,27,27,0,122,508
12493,11,11,0,102,510,6742,27,27,0,122,630
12471,11,11,0,102,612,6688,27,27,0,122,752
12449,11,11,0,102,714,6634,26,26,0,122,874
12427,10,10,0,102,816,6582,26,26,0,122,996
12407,10,10,4,102,918,6530,26,26,0,122,20
12383,10,10,0,102,0,6478,26,26,8,122,142
12363,10,10,0,102,102,6418,26,26,0,122,264
12343,10,10,0,102,204,6366,26,26,0,122,386
12323,10,10,0,102,306,6314,26,26,0,122,508
12303,10,10,0,102,408,6262,26,26,0,122,630
12283,10,10,0,102,510,6210,26,26,0,122,752
12263,9,9,0,102,612,6158,26,26,0,122,874
12245,9,9,0,102,714,6106,26,26,0,122,996
12227,9,9,4,102,816,6054,26,26,0,122,20
12205,9,9,0,102,918,6002,26,26,0,122,142
12187,9,9,0,102,0,5950,26,26,8,122,264
12169,9,9,0,102,102,5890,26,26,0,122,386
12151,9,9,0,102,204,5838,26,26,0,122,508
12133,9,9,0,102,306,5786,25,25,0,122,630
12115,9,9,0,102,408,5736,25,25,0,122,752
12097,8,8,0,102,510,5686,25,25,0,122,874
12081,8,8,0,102,612,5636,25,25,0,122,996
12065,8,8,3,102,714,5586,25,25,0,122,20
12046,8,8,0,102,816,5536,25,25,0,122,142
12030,8,8,0,102,918,5486,25,25,0,122,264
12014,8,8,0,102,0,5436,25,25,8,122,386
11998,8,8,0,102,102,5378,25,25,0,122,508
11982,8,8,0,102,204,5328,25,25,0,122,630
11966,8,8,0,102,306,5278,25,25,0,122,752
11950,8,8,0,102,408,5228,25,25,0,122,874
11934,7,7,0,102,510,5178,25,25,0,122,996
11920,7,7,3,102,612,5128,25,25,0,122,20
11903,7,7,0,102,714,5078,25,25,0,122,142
11889,7,7,0,102,816,5028,25,25,0,122,264
11875,7,7,0,102,918,4978,25,25,0,122,386
11861,7,7,0,102,0,4928,25,25,8,122,508
11847,7,7,0,102,102,4870,25,25,0,122,630
11833,7,7,0,102,204,4820,25,25,0,122,752
11819,7,7,0,102,306,4770,25,25,0,122,874
11805,7,7,0,102,408,4720,24,24,0,122,996
11791,6,6,3,102,510,4672,24,24,0,122,20
11776,6,6,0,102,612,4624,24,24,0,122,142
11764,6,6,0,102,714,4576,24,24,0,122,264
11752,6,6,0,102,816,4528,24,24,0,122,386
11740,6,6,0,102,918,4480,24,24,0,122,508
11728,6,6,0,102,0,4432,24,24,8,122,630
11716,6,6,0,102,102,4376,24,24,0,122,752
11704,6,6,0,102,204,4328,24,24,0,122,874
11692,6,6,0,102,306,4280,24,24,0,122,996
11680,6,6,3,102,408,4232,24,24,0,122,20
11665,6,6,0,102,510,4184,24,24,0,122,142
11653,5,5,0,102,612,4136,24,24,0,122,264
11643,5,5,0,102,714,4088,24,24,0,122,386
11633,5,5,0,102,816,4040,24,24,0,122,508
11623,5,5,0,102,918,3992,24,24,0,122,630
11613,5,5,0,102,0,3944,24,24,8,122,752
11603,5,5,0,102,102,3888,24,24,0,122,874
11593,5,5,0,102,204,3840,24,24,0,122,996
11583,5,5,2,102,306,3792,24,24,0,122,20
11571,5,5,0,102,408,3744,24,24,0,122,142
11561,5,5,0,102,510,3696,24,24,0,122,264
11551,5,5,0,102,612,3648,24,24,0,122,386
11541,5,5,0,102,714,3600,24,24,0,122,508
11531,4,4,0,102,816,3552,24,24,0,122,630
11523,4,4,0,102,918,3504,24,24,0,122,752
11515,4,4,0,102,0,3456,24,24,8,122,874
11507,4,4,0,102,102,3400,24,24,0,122,996
11499,4,4,2,102,204,3352,24,24,0,122,20
11489,4,4,0,102,306,3304,24,24,0,122,142
11481,4,4,0,102,408,3256,24,24,0,122,264
11473,4,4,0,102,510,3208,23,23,0,122,386
11465,4,4,0,102,612,3162,23,23,0,122,508
11457,4,4,0,102,714,3116,23,23,0,122,630
11449,4,4,0,102,816,3070,23,23,0,122,752
11441,4,4,0,102,918,3024,23,23,0,122,874
11433,4,4,0,102,0,2978,23,23,7,122,996
11425,3,3,2,102,102,2925,23,23,0,122,20
11417,3,3,0,102,204,2879,23,23,0,122,142
11411,3,3,0,102,306,2833,23,23,0,122,264
11405,3,3,0,102,408,2787,23,23,0,122,386
11399,3,3,0,102,510,2741,23,23,0,122,508
11393,3,3,0,102,612,2695,23,23,0,122,630
11387,3,3,0,102,714,2649,23,23,0,122,752
11381,3,3,0,102,816,2603,23,23,0,122,874
11375,3,3,0,102,918,2557,23,23,0,122,996
11369,3,3,2,102,0,2511,23,23,7,122,20
11361,3,3,0,102,102,2458,23,23,0,122,142
11355,3,3,0,102,204,2412,23,23,0,122,264
11349,3,3,0,102,306,2366,23,23,0,122,386
11343,3,3,0,102,408,2320,23,23,0,122,508
11337,3,3,0,102,510,2274,23,23,0,122,630
11331,2,2,0,102,612,2228,23,23,0,122,752
11327,2,2,0,102,714,2182,23,23,0,122,874
11323,2,2,0,102,816,2136,23,23,0,122,996
11319,2,2,1,102,918,2090,23,23,0,122,20
11314,2,2,0,102,0,2044,23,23,7,122,142
11310,2,2,0,102,102,1991,23,23,0,122,264
11306,2,2,0,102,204,1945,23,23,0,122,386
11302,2,2,0,102,306,1899,23,23,0,122,508
11298,2,2,0,102,408,1853,23,23,0,122,630
11294,2,2,0,102,510,1807,23,23,0,122,752
11290,2,2,0,102,612,1761,23,23,0,122,874
11286,2,2,0,102,714,1715,23,23,0,122,996
11282,2,2,1,102,816,1669,23,23,0,122,20
11277,2,2,0,102,918,1623,23,23,0,122,142
11273,2,2,0,102,0,1577,23,23,7,122,264
11269,2,2,0,102,102,1524,23,23,0,122,386
11265,2,2,0,102,204,1478,23,23,0,122,508
11261,2,2,0,102,306,1432,23,23,0,122,630
11257,1,1,0,102,408,1386,23,23,0,122,752
11255,1,1,0,102,510,1340,23,23,0,122,874
11253,1,1,0,102,612,1294,23,23,0,122,996
11251,1,1,1,102,714,1248,23,23,0,122,20
11248,1,1,0,102,816,1202,23,23,0,122,142
11246,1,1,0,102,918,1156,23,23,0,122,264
11244,1,1,0,102,0,1110,23,23,7,122,386
11242,1,1,0,102,102,1057,23,23,0,122,508
11240,1,1,0,102,204,1011,23,23,0,122,630
11238,1,1,0,102,306,965,23,23,0,122,752
11236,1,1,0,102,408,919,23,23,0,122,874
11234,1,1,0,102,510,873,23,23,0,122,996
11232,1,1,1,102,612,827,23,23,0,122,20
11229,1,1,0,102,714,781,23,23,0,122,142
11227,1,1,0,102,816,735,23,23,0,122,264
11225,1,1,0,102,918,689,23,23,0,122,386
11223,1,1,0,102,0,643,23,23,7,122,508
11221,1,1,0,102,102,590,23,23,0,122,630
11219,1,1,0,102,204,544,23,23,0,122,752
11217,1,1,0,102,306,498,23,23,0,122,874
11215,1,1,0,102,408,452,23,23,0,122,996
11213,1,1,1,102,510,406,23,23,0,122,20
11210,1,1,0,102,612,360,23,23,0,122,142
11208,1,1,0,102,714,314,23,23,0,122,264
11206,1,1,0,102,816,268,23,23,0,122,386
11204,1,1,0,102,918,222,23,23,0,122,508
11202,1,1,0,102,0,176,23,23,7,122,630
11200,1,1,0,102,102,123,23,23,0,122,752
11198,1,1,0,102,204,77,23,23,0,122,874
11196,1,1,0,102,306,31,23,23,0,122,996
