M1_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage,M2_Troop_Cnt,Loss_1,Loss_2,Skill_Loss,Turn_Rage,Tot_Rage
32550,297,297,104,102,510,31519,314,314,0,122,20
31852,288,288,0,102,612,30891,304,304,0,122,142
31276,280,280,0,102,714,30283,296,296,0,122,264
30716,272,272,0,102,816,29691,288,288,0,122,386
30172,264,264,0,102,918,29115,281,281,0,122,508
29644,256,256,0,102,0,28553,273,273,82,122,630
29132,248,248,0,102,102,27925,266,266,0,122,752
28636,241,241,0,102,204,27393,259,259,0,122,874
28154,234,234,0,102,306,26875,253,253,0,122,996
27686,227,227,80,102,408,26369,247,247,0,122,20
27152,221,221,0,102,510,25875,240,240,0,122,142
26710,215,215,0,102,612,25395,234,234,0,122,264
26280,209,209,0,102,714,24927,228,228,0,122,386
25862,203,203,0,102,816,24471,223,223,0,122,508
25456,198,198,0,102,918,24025,218,218,0,122,630
25060,192,192,0,102,0,23589,213,213,64,122,752
24676,187,187,0,102,102,23099,208,208,0,122,874
24302,182,182,0,102,204,22683,203,203,0,122,996
23938,177,177,62,102,306,22277,198,198,0,122,20
23522,172,172,0,102,408,21881,193,193,0,122,142
23178,167,167,0,102,510,21495,189,189,0,122,264
22844,163,163,0,102,612,21117,185,185,0,122,386
22518,159,159,0,102,714,20747,181,181,0,122,508
22200,155,155,0,102,816,20385,177,177,0,122,630
21890,151,151,0,102,918,20031,174,174,0,122,752
21588,147,147,0,102,0,19683,170,170,51,122,874
21294,142,142,0,102,102,19292,167,167,0,122,996
21010,139,139,49,102,204,18958,163,163,0,122,20
20683,135,135,0,102,306,18632,159,159,0,122,142
20413,132,132,0,102,408,18314,156,156,0,122,264
20149,128,128,0,102,510,18002,153,153,0,122,386
19893,125,125,0,102,612,17696,150,150,0,122,508
19643,122,122,0,102,714,17396,148,148,0,122,630
19399,119,119,0,102,816,17100,145,145,0,122,752
19161,116,116,0,102,918,16810,142,142,0,122,874
18929,113,113,0,102,0,16526,140,140,42,122,996
18703,110,110,39,102,102,16204,137,137,0,122,20
18444,107,107,0,102,204,15930,134,134,0,122,142
18230,104,104,0,102,306,15662,132,132,0,122,264
18022,102,102,0,102,408,15398,130,130,0,122,386
17818,99,99,0,102,510,15138,128,128,0,122,508
17620,97,97,0,102,612,14882,126,126,0,122,630
17426,94,94,0,102,714,14630,123,123,0,122,752
17238,92,92,0,102,816,14384,121,121,0,122,874
17054,90,90,0,102,918,14142,120,120,0,122,996
16874,87,87,31,102,0,13902,118,118,36,122,20
16669,85,85,0,102,102,13630,116,116,0,122,142
16499,83,83,0,102,204,13398,114,114,0,122,264
16333,81,81,0,102,306,13170,112,112,0,122,386
16171,79,79,0,102,408,12946,110,110,0,122,508
16013,77,77,0,102,510,12726,109,109,0,122,630
15859,75,75,0,102,612,12508,107,107,0,122,752
15709,73,73,0,102,714,12294,106,106,0,122,874
15563,71,71,0,102,816,12082,104,104,0,122,996
15421,69,69,25,102,918,11874,103,103,0,122,20
15258,67,67,0,102,0,11668,101,101,31,122,142
15124,65,65,0,102,102,11435,100,100,0,122,264
14994,64,64,0,102,204,11235,99,99,0,122,386
14866,62,62,0,102,306,11037,97,97,0,122,508
14742,60,60,0,102,408,10843,96,96,0,122,630
14622,59,59,0,102,510,10651,95,95,0,122,752
14504,57,57,0,102,612,10461,94,94,0,122,874
14390,56,56,0,102,714,10273,93,93,0,122,996
14278,54,54,19,102,816,10087,92,92,0,122,20
14151,53,53,0,102,918,9903,90,90,0,122,142
14045,51,51,0,102,0,9723,89,89,27,122,264
13943,50,50,0,102,102,9518,88,88,0,122,386
13843,48,48,0,102,204,9342,88,88,0,122,508
13747,47,47,0,102,306,9166,87,87,0,122,630
13653,46,46,0,102,408,8992,86,86,0,122,752
13561,44,44,0,102,510,8820,85,85,0,122,874
13473,43,43,0,102,612,8650,84,84,0,122,996
13387,42,42,15,102,714,8482,83,83,0,122,20
13288,41,41,0,102,816,8316,82,82,0,122,142
13206,40,40,0,102,918,8152,82,82,0,122,264
13126,38,38,0,102,0,7988,81,81,25,122,386
13050,37,37,0,102,102,7801,80,80,0,122,508
12976,36,36,0,102,204,7641,79,79,0,122,630
12904,35,35,0,102,306,7483,79,79,0,122,752
12834,34,34,0,102,408,7325,78,78,0,122,874
12766,33,33,0,102,510,7169,78,78,0,122,996
12700,32,32,12,102,612,7013,77,77,0,122,20
12624,31,31,0,102,714,6859,76,76,0,122,142
12562,30,30,0,102,816,6707,76,76,0,122,264
12502,29,29,0,102,918,6555,75,75,0,122,386
12444,28,28,0,102,0,6405,75,75,23,122,508
12388,27,27,0,102,102,6232,74,74,0,122,630
12334,26,26,0,102,204,6084,74,74,0,122,752
12282,25,25,0,102,306,5936,73,73,0,122,874
12232,24,24,0,102,408,5790,73,73,0,122,996
12184,23,23,9,102,510,5644,72,72,0,122,20
12129,22,22,0,102,612,5500,72,72,0,122,142
12085,21,21,0,102,714,5356,72,72,0,122,264
12043,20,20,0,102,816,5212,71,71,0,122,386
12003,20,20,0,102,918,5070,71,71,0,122,508
11963,19,19,0,102,0,4928,70,70,21,122,630
11925,18,18,0,102,102,4767,70,70,0,122,752
11889,17,17,0,102,204,4627,70,70,0,122,874
11855,16,16,0,102,306,4487,69,69,0,122,996
11823,16,16,6,102,408,4349,69,69,0,122,20
11785,15,15,0,102,510,4211,69,69,0,122,142
11755,14,14,0,102,612,4073,69,69,0,122,264
11727,14,14,0,102,714,3935,68,68,0,122,386
11699,13,13,0,102,816,3799,68,68,0,122,508
11673,12,12,0,102,918,3663,68,68,0,122,630
11649,12,12,0,102,0,3527,68,68,21,122,752
11625,11,11,0,102,102,3370,67,67,0,122,874
11603,10,10,0,102,204,3236,67,67,0,122,996
11583,10,10,4,102,306,3102,67,67,0,122,20
11559,9,9,0,102,408,2968,67,67,0,122,142
11541,8,8,0,102,510,2834,67,67,0,122,264
11525,8,8,0,102,612,2700,67,67,0,122,386
11509,7,7,0,102,714,2566,66,66,0,122,508
11495,7,7,0,102,816,2434,66,66,0,122,630
11481,6,6,0,102,918,2302,66,66,0,122,752
11469,6,6,0,102,0,2170,66,66,20,122,874
11457,5,5,0,102,102,2018,66,66,0,122,996
11447,5,5,2,102,204,1886,66,66,0,122,20
11435,4,4,0,102,306,1754,66,66,0,122,142
11427,4,4,0,102,408,1622,66,66,0,122,264
11419,4,4,0,102,510,1490,66,66,0,122,386
11411,3,3,0,102,612,1358,66,66,0,122,508
11405,3,3,0,102,714,1226,66,66,0,122,630
11399,2,2,0,102,816,1094,66,66,0,122,752
11395,2,2,0,102,918,962,66,66,0,122,874
11391,2,2,0,102,0,830,65,65,20,122,996
11387,1,1,1,102,102,680,65,65,0,122,20
11384,1,1,0,102,204,550,65,65,0,122,142
11382,1,1,0,102,306,420,65,65,0,122,264
11380,1,1,0,102,408,290,65,65,0,122,386
11378,1,1,0,102,510,160,65,65,0,122,508
11376,1,1,0,102,612,30,65,65,0,122,630
